State,commodity,Year,target_year,target_next_year_production,total_production,production_lag_1,production_lag_2,production_lag_3,rolling_3_mean,rolling_5_mean,yoy_pct_change,state_share_of_commodity,production_rank_in_commodity_year,years_observed_so_far,expanding_mean_to_date
SOUTH DAKOTA,Milk,1968,1969,1567000000.0,1660000000.0,1600000000.0,1598000000.0,1580000000.0,1619333333.3333333,1599400000.0,0.0375,0.01416083811688151,20.0,39,1602051282.0512822
TENNESSEE,Milk,1968,1969,2104000000.0,2115000000.0,2144000000.0,2122000000.0,2171000000.0,2127000000.0,2131600000.0,-0.013526119402985074,0.018042272660966502,14.0,39,2097589743.5897436
TEXAS,Milk,1968,1969,2987000000.0,2982000000.0,3030000000.0,2947000000.0,2973000000.0,2986333333.3333335,2976600000.0,-0.015841584158415842,0.025438324858157026,11.0,39,3509435897.4358974
UTAH,Milk,1968,1969,783000000.0,759000000.0,745000000.0,736000000.0,736000000.0,746666666.6666666,741200000.0,0.01879194630872483,0.006474744657056064,34.0,39,655743589.7435898
VERMONT,Milk,1968,1969,1920000000.0,1869000000.0,1830000000.0,1899000000.0,2055000000.0,1866000000.0,1934000000.0,0.021311475409836064,0.015943738819549122,16.0,39,1601102564.102564
VIRGINIA,Milk,1968,1969,1775000000.0,1796000000.0,1780000000.0,1795000000.0,1829000000.0,1790333333.3333333,1805000000.0,0.008988764044943821,0.0153210031674212,17.0,39,1720025641.025641
WASHINGTON,Milk,1968,1969,1982000000.0,1953000000.0,1958000000.0,1956000000.0,1932000000.0,1955666666.6666667,1948000000.0,-0.002553626149131767,0.016660311350764814,15.0,39,1859102564.102564
WEST VIRGINIA,Milk,1968,1969,391000000.0,415000000.0,439000000.0,466000000.0,500000000.0,440000000.0,467200000.0,-0.05466970387243736,0.0035402095292203775,41.0,39,736564102.5641025
WISCONSIN,Milk,1968,1969,18051000000.0,18210000000.0,18219000000.0,18052000000.0,18841000000.0,18160333333.333332,18536000000.0,-0.0004939897908776552,0.15534268801711584,1.0,39,15007538461.538462
WYOMING,Milk,1968,1969,146000000.0,155000000.0,157000000.0,163000000.0,175000000.0,158333333.33333334,166000000.0,-0.012738853503184714,0.001322246932600382,45.0,39,238666666.66666666
ALABAMA,Milk,1969,1970,816000000.0,808000000.0,808000000.0,812000000.0,814000000.0,809333333.3333334,816000000.0,0.0,0.006959050124108803,32.0,40,1129225000.0
ALASKA,Milk,1969,1970,18600000.0,17800000.0,17700000.0,18200000.0,19000000.0,17900000.0,18680000.0,0.005649717514124294,0.0001533058071895256,50.0,10,20510000.0
ARIZONA,Milk,1969,1970,585000000.0,573000000.0,553000000.0,539000000.0,534000000.0,555000000.0,545600000.0,0.03616636528028933,0.004935068961775178,39.0,40,333150000.0
ARKANSAS,Milk,1969,1970,685000000.0,692000000.0,688000000.0,693000000.0,704000000.0,691000000.0,699800000.0,0.005813953488372093,0.005959978571637737,35.0,40,1146250000.0
CALIFORNIA,Milk,1969,1970,9457000000.0,8898000000.0,8949000000.0,8702000000.0,8601000000.0,8849666666.666666,8726000000.0,-0.005698960777740529,0.07663567822316847,4.0,40,6294350000.0
COLORADO,Milk,1969,1970,856000000.0,848000000.0,843000000.0,824000000.0,821000000.0,838333333.3333334,833600000.0,0.005931198102016607,0.007303557555995377,31.0,40,938575000.0
CONNECTICUT,Milk,1969,1970,661000000.0,679000000.0,677000000.0,693000000.0,702000000.0,683000000.0,692800000.0,0.0029542097488921715,0.0058480136562746,37.0,40,686000000.0
DELAWARE,Milk,1969,1970,130000000.0,138000000.0,134000000.0,140000000.0,146000000.0,137333333.33333334,142800000.0,0.029850746268656716,0.0011885506400086815,47.0,40,162900000.0
FLORIDA,Milk,1969,1970,1641000000.0,1559000000.0,1554000000.0,1576000000.0,1476000000.0,1563000000.0,1511000000.0,0.0032175032175032173,0.013427177157779236,22.0,40,758925000.0
GEORGIA,Milk,1969,1970,1182000000.0,1124000000.0,1095000000.0,1030000000.0,1000000000.0,1083000000.0,1048000000.0,0.026484018264840183,0.00968065883601274,26.0,40,1092750000.0
HAWAII,Milk,1969,1970,137000000.0,133000000.0,134000000.0,147000000.0,151000000.0,138000000.0,142800000.0,-0.007462686567164179,0.0011454872110228597,48.0,10,134400000.0
IDAHO,Milk,1969,1970,1490000000.0,1420000000.0,1462000000.0,1457000000.0,1458000000.0,1446333333.3333333,1454400000.0,-0.028727770177838577,0.012230013831973391,24.0,40,1326225000.0
ILLINOIS,Milk,1969,1970,2850000000.0,2999000000.0,3109000000.0,3277000000.0,3524000000.0,3128333333.3333335,3350600000.0,-0.035381151495657764,0.025829444705695915,10.0,40,4770100000.0
INDIANA,Milk,1969,1970,2382000000.0,2381000000.0,2398000000.0,2530000000.0,2721000000.0,2436333333.3333335,2596800000.0,-0.007089241034195163,0.02050680488304834,13.0,40,3298150000.0
IOWA,Milk,1969,1970,4670000000.0,4885000000.0,5097000000.0,5399000000.0,5659000000.0,5127000000.0,5397000000.0,-0.04159309397684913,0.042072970119147894,6.0,40,6148025000.0
KANSAS,Milk,1969,1970,1740000000.0,1687000000.0,1717000000.0,1724000000.0,1738000000.0,1709333333.3333333,1723000000.0,-0.017472335468841003,0.014529600939816274,18.0,40,2526625000.0
KENTUCKY,Milk,1969,1970,2471000000.0,2447000000.0,2485000000.0,2550000000.0,2550000000.0,2494000000.0,2520000000.0,-0.015291750503018108,0.02107524214566119,12.0,40,2267000000.0
LOUISIANA,Milk,1969,1970,1089000000.0,1078000000.0,1030000000.0,1032000000.0,1011000000.0,1046666666.6666666,1030600000.0,0.04660194174757282,0.00928447528934318,28.0,40,758500000.0
MAINE,Milk,1969,1970,619000000.0,618000000.0,599000000.0,607000000.0,638000000.0,608000000.0,624400000.0,0.03171953255425709,0.005322639822647574,38.0,40,648925000.0
MARYLAND,Milk,1969,1970,1560000000.0,1563000000.0,1530000000.0,1516000000.0,1535000000.0,1536333333.3333333,1540600000.0,0.021568627450980392,0.013461627900967894,21.0,40,1202525000.0
MASSACHUSETTS,Milk,1969,1970,658000000.0,681000000.0,700000000.0,737000000.0,760000000.0,706000000.0,733600000.0,-0.027142857142857142,0.005865239027868929,36.0,40,777450000.0
MICHIGAN,Milk,1969,1970,4602000000.0,4592000000.0,4594000000.0,4706000000.0,5061000000.0,4630666666.666667,4896200000.0,-0.00043535045711797995,0.03954945318057874,7.0,40,5036975000.0
MINNESOTA,Milk,1969,1970,9636000000.0,9727000000.0,10221000000.0,10240000000.0,10099000000.0,10062666666.666666,10203600000.0,-0.04833186576655905,0.08377559474901772,3.0,40,8903950000.0
MISSISSIPPI,Milk,1969,1970,1049000000.0,1061000000.0,1072000000.0,1114000000.0,1120000000.0,1082333333.3333333,1100600000.0,-0.010261194029850746,0.009138059630791385,29.0,40,1305775000.0
MISSOURI,Milk,1969,1970,3012000000.0,3077000000.0,3059000000.0,3148000000.0,3169000000.0,3094666666.6666665,3139200000.0,0.005884275907159202,0.026501234197874732,9.0,40,3638175000.0
MONTANA,Milk,1969,1970,326000000.0,336000000.0,358000000.0,370000000.0,376000000.0,354666666.6666667,363600000.0,-0.061452513966480445,0.0028938624278472247,43.0,40,574175000.0
NEBRASKA,Milk,1969,1970,1566000000.0,1612000000.0,1704000000.0,1707000000.0,1713000000.0,1674333333.3333333,1711400000.0,-0.0539906103286385,0.013883649505028947,19.0,40,2341575000.0
NEVADA,Milk,1969,1970,142000000.0,139000000.0,137000000.0,134000000.0,134000000.0,136666666.66666666,135600000.0,0.014598540145985401,0.0011971633258058458,46.0,40,107000000.0
NEW HAMPSHIRE,Milk,1969,1970,356000000.0,359000000.0,360000000.0,368000000.0,382000000.0,362333333.3333333,372600000.0,-0.002777777777777778,0.003091954201182005,42.0,40,369050000.0
NEW JERSEY,Milk,1969,1970,730000000.0,782000000.0,810000000.0,877000000.0,947000000.0,823000000.0,890000000.0,-0.0345679012345679,0.006735120293382529,34.0,40,1007325000.0
NEW MEXICO,Milk,1969,1970,304000000.0,308000000.0,315000000.0,307000000.0,294000000.0,310000000.0,303200000.0,-0.022222222222222223,0.002652707225526623,44.0,40,251350000.0
NEW YORK,Milk,1969,1970,10341000000.0,10351000000.0,10240000000.0,10460000000.0,10601000000.0,10350333333.333334,10538400000.0,0.01083984375,0.08914991068644829,2.0,40,8806350000.0
NORTH CAROLINA,Milk,1969,1970,1485000000.0,1485000000.0,1475000000.0,1488000000.0,1475000000.0,1482666666.6666667,1485000000.0,0.006779661016949152,0.012789838408789073,23.0,40,1454550000.0
NORTH DAKOTA,Milk,1969,1970,1065000000.0,1103000000.0,1194000000.0,1237000000.0,1335000000.0,1178000000.0,1267200000.0,-0.076214405360134,0.009499792434272288,27.0,40,1818325000.0
OHIO,Milk,1969,1970,4420000000.0,4463000000.0,4489000000.0,4702000000.0,4937000000.0,4551333333.333333,4758200000.0,-0.0057919358431721985,0.03843841671274453,8.0,40,4962375000.0
OKLAHOMA,Milk,1969,1970,1250000000.0,1257000000.0,1283000000.0,1315000000.0,1300000000.0,1285000000.0,1293800000.0,-0.020265003897116135,0.0108261460470356,25.0,40,1956625000.0
OREGON,Milk,1969,1970,970000000.0,937000000.0,965000000.0,935000000.0,978000000.0,945666666.6666666,959000000.0,-0.029015544041450778,0.008070086591943004,30.0,40,1217000000.0
PENNSYLVANIA,Milk,1969,1970,7124000000.0,6998000000.0,6870000000.0,7111000000.0,7087000000.0,6993000000.0,7054400000.0,0.018631732168850074,0.06027157520855619,5.0,40,5695750000.0
RHODE ISLAND,Milk,1969,1970,75000000.0,80000000.0,80000000.0,87000000.0,95000000.0,82333333.33333333,89000000.0,0.0,0.0006890148637731488,49.0,40,125100000.0
SOUTH CAROLINA,Milk,1969,1970,512000000.0,506000000.0,505000000.0,521000000.0,513000000.0,510666666.6666667,512600000.0,0.0019801980198019802,0.004358019013365166,40.0,40,554175000.0
SOUTH DAKOTA,Milk,1969,1970,1578000000.0,1567000000.0,1660000000.0,1600000000.0,1598000000.0,1609000000.0,1601000000.0,-0.05602409638554217,0.013496078644156551,20.0,40,1601175000.0
TENNESSEE,Milk,1969,1970,2123000000.0,2104000000.0,2115000000.0,2144000000.0,2122000000.0,2121000000.0,2131200000.0,-0.005200945626477541,0.018121090917233813,14.0,40,2097750000.0
TEXAS,Milk,1969,1970,3065000000.0,2987000000.0,2982000000.0,3030000000.0,2947000000.0,2999666666.6666665,2983800000.0,0.001676727028839705,0.02572609247612994,11.0,40,3496375000.0
UTAH,Milk,1969,1970,819000000.0,783000000.0,759000000.0,745000000.0,736000000.0,762333333.3333334,751800000.0,0.03162055335968379,0.006743732979179694,33.0,40,658925000.0
VERMONT,Milk,1969,1970,1970000000.0,1920000000.0,1869000000.0,1830000000.0,1899000000.0,1873000000.0,1914600000.0,0.027287319422150885,0.01653635673055557,16.0,40,1609075000.0
VIRGINIA,Milk,1969,1970,1749000000.0,1775000000.0,1796000000.0,1780000000.0,1795000000.0,1783666666.6666667,1795000000.0,-0.011692650334075724,0.015287517289966739,17.0,40,1721400000.0
WASHINGTON,Milk,1969,1970,2091000000.0,1982000000.0,1953000000.0,1958000000.0,1956000000.0,1964333333.3333333,1956200000.0,0.014848950332821301,0.01707034324997976,15.0,40,1862175000.0
WEST VIRGINIA,Milk,1969,1970,374000000.0,391000000.0,415000000.0,439000000.0,466000000.0,415000000.0,442200000.0,-0.05783132530120482,0.0033675601466912645,41.0,40,727925000.0
WISCONSIN,Milk,1969,1970,18435000000.0,18051000000.0,18210000000.0,18219000000.0,18052000000.0,18160000000.0,18274600000.0,-0.008731466227347611,0.15546759132461385,1.0,40,15083625000.0
WYOMING,Milk,1969,1970,140000000.0,146000000.0,155000000.0,157000000.0,163000000.0,152666666.66666666,159200000.0,-0.05806451612903226,0.0012574521263859966,45.0,40,236350000.0
ALABAMA,Cheese,1970,1971,3177000.0,4019000.0,,,,4019000.0,4019000.0,,0.0018447787803161783,30.0,1,4019000.0
ARKANSAS,Cheese,1970,1971,14902000.0,14777000.0,,,,14777000.0,14777000.0,,0.006782855445815418,23.0,1,14777000.0
CALIFORNIA,Cheese,1970,1971,21788000.0,17460000.0,,,,17460000.0,17460000.0,,0.008014391018741098,21.0,1,17460000.0
CONNECTICUT,Cheese,1970,1971,2287000.0,2036000.0,,,,2036000.0,2036000.0,,0.0009345532711430055,31.0,1,2036000.0
IDAHO,Cheese,1970,1971,59792000.0,58141000.0,,,,58141000.0,58141000.0,,0.026687554880906426,8.0,1,58141000.0
ILLINOIS,Cheese,1970,1971,92597000.0,86186000.0,,,,86186000.0,86186000.0,,0.039560613077962214,6.0,1,86186000.0
INDIANA,Cheese,1970,1971,24237000.0,23326000.0,,,,23326000.0,23326000.0,,0.010706969352987105,19.0,1,23326000.0
IOWA,Cheese,1970,1971,118205000.0,103516000.0,,,,103516000.0,103516000.0,,0.047515332227720704,4.0,1,103516000.0
KANSAS,Cheese,1970,1971,30628000.0,27856000.0,,,,27856000.0,27856000.0,,0.012786304479842614,17.0,1,27856000.0
KENTUCKY,Cheese,1970,1971,63375000.0,64963000.0,,,,64963000.0,64963000.0,,0.029818950959363,7.0,1,64963000.0
LOUISIANA,Cheese,1970,1971,3594000.0,4381000.0,,,,4381000.0,4381000.0,,0.0020109419847139033,28.0,1,4381000.0
MASSACHUSETTS,Cheese,1970,1971,7268000.0,6430000.0,,,,6430000.0,6430000.0,,0.0029514624427551695,27.0,1,6430000.0
MICHIGAN,Cheese,1970,1971,30476000.0,28818000.0,,,,28818000.0,28818000.0,,0.013227876310313915,16.0,1,28818000.0
MINNESOTA,Cheese,1970,1971,202348000.0,161539000.0,,,,161539000.0,161539000.0,,0.074148723412166,2.0,1,161539000.0
MISSOURI,Cheese,1970,1971,104754000.0,98562000.0,,,,98562000.0,98562000.0,,0.045241375005106534,5.0,1,98562000.0
MONTANA,Cheese,1970,1971,4938000.0,4214000.0,,,,4214000.0,4214000.0,,0.0019342865837900908,29.0,1,4214000.0
NEBRASKA,Cheese,1970,1971,49113000.0,35575000.0,,,,35575000.0,35575000.0,,0.016329436454279183,12.0,1,35575000.0
NEW JERSEY,Cheese,1970,1971,8744000.0,6609000.0,,,,6609000.0,6609000.0,,0.0030336260162004535,26.0,1,6609000.0
NEW YORK,Cheese,1970,1971,176483000.0,158317000.0,,,,158317000.0,158317000.0,,0.07266977909015088,3.0,1,158317000.0
NORTH DAKOTA,Cheese,1970,1971,37334000.0,34197000.0,,,,34197000.0,34197000.0,,0.015696914643063536,13.0,1,34197000.0
OHIO,Cheese,1970,1971,48718000.0,43525000.0,,,,43525000.0,43525000.0,,0.019978600749754084,11.0,1,43525000.0
OREGON,Cheese,1970,1971,18820000.0,16428000.0,,,,16428000.0,16428000.0,,0.007540688181894545,22.0,1,16428000.0
PENNSYLVANIA,Cheese,1970,1971,29962000.0,24684000.0,,,,24684000.0,24684000.0,,0.011330310876666968,18.0,1,24684000.0
RHODE ISLAND,Cheese,1970,1971,872000.0,789000.0,,,,789000.0,789000.0,,0.0003621623432867541,32.0,1,789000.0
SOUTH DAKOTA,Cheese,1970,1971,51748000.0,50343000.0,,,,50343000.0,50343000.0,,0.0231081607707035,9.0,1,50343000.0
TENNESSEE,Cheese,1970,1971,48913000.0,48918000.0,,,,48918000.0,48918000.0,,0.022454065283778753,10.0,1,48918000.0
TEXAS,Cheese,1970,1971,13522000.0,11124000.0,,,,11124000.0,11124000.0,,0.005106075927404122,24.0,1,11124000.0
UTAH,Cheese,1970,1971,38982000.0,32966000.0,,,,32966000.0,32966000.0,,0.015131867945235912,14.0,1,32966000.0
VERMONT,Cheese,1970,1971,35143000.0,32730000.0,,,,32730000.0,32730000.0,,0.01502354055231364,15.0,1,32730000.0
WASHINGTON,Cheese,1970,1971,14566000.0,20126000.0,,,,20126000.0,20126000.0,,0.00923812334726136,20.0,1,20126000.0
WISCONSIN,Cheese,1970,1971,986369000.0,947591000.0,,,,947591000.0,947591000.0,,0.43495789231614523,1.0,1,947591000.0
ALABAMA,Milk,1970,1971,819000000.0,816000000.0,808000000.0,808000000.0,812000000.0,810666666.6666666,811600000.0,0.009900990099009901,0.006973965571172908,33.0,41,1121585365.8536584
ALASKA,Milk,1970,1971,17100000.0,18600000.0,17800000.0,17700000.0,18200000.0,18033333.333333332,18260000.0,0.0449438202247191,0.00015896539169585306,50.0,11,20336363.636363637
ARIZONA,Milk,1970,1971,620000000.0,585000000.0,573000000.0,553000000.0,539000000.0,570333333.3333334,556800000.0,0.020942408376963352,0.004999717964627636,39.0,41,339292682.9268293
ARKANSAS,Milk,1970,1971,698000000.0,685000000.0,692000000.0,688000000.0,693000000.0,688333333.3333334,692400000.0,-0.010115606936416185,0.005854370608153728,35.0,41,1135000000.0
CALIFORNIA,Milk,1970,1971,9710000000.0,9457000000.0,8898000000.0,8949000000.0,8702000000.0,9101333333.333334,8921400000.0,0.06282310631602607,0.0808245004982625,4.0,41,6371487804.878049
COLORADO,Milk,1970,1971,885000000.0,856000000.0,848000000.0,843000000.0,824000000.0,849000000.0,838400000.0,0.009433962264150943,0.007315826628583345,31.0,41,936560975.6097561
CONNECTICUT,Milk,1970,1971,660000000.0,661000000.0,679000000.0,677000000.0,693000000.0,672333333.3333334,682400000.0,-0.026509572901325478,0.005649253973707466,36.0,41,685390243.902439
DELAWARE,Milk,1970,1971,133000000.0,130000000.0,138000000.0,134000000.0,140000000.0,134000000.0,137600000.0,-0.057971014492753624,0.0011110484365839193,48.0,41,162097560.97560975
FLORIDA,Milk,1970,1971,1785000000.0,1641000000.0,1559000000.0,1554000000.0,1576000000.0,1584666666.6666667,1561200000.0,0.05259781911481719,0.014024849880263165,19.0,41,780439024.3902439
GEORGIA,Milk,1970,1971,1188000000.0,1182000000.0,1124000000.0,1095000000.0,1030000000.0,1133666666.6666667,1086200000.0,0.051601423487544484,0.010101994246478403,26.0,41,1094926829.2682927
HAWAII,Milk,1970,1971,133000000.0,137000000.0,133000000.0,134000000.0,147000000.0,134666666.66666666,140400000.0,0.03007518796992481,0.0011708741216307455,47.0,11,134636363.63636363
IDAHO,Milk,1970,1971,1550000000.0,1490000000.0,1420000000.0,1462000000.0,1457000000.0,1457333333.3333333,1457400000.0,0.04929577464788732,0.012734324388538765,23.0,41,1330219512.195122
ILLINOIS,Milk,1970,1971,2814000000.0,2850000000.0,2999000000.0,3109000000.0,3277000000.0,2986000000.0,3151800000.0,-0.04968322774258086,0.024357600340493613,11.0,41,4723268292.682927
INDIANA,Milk,1970,1971,2430000000.0,2382000000.0,2381000000.0,2398000000.0,2530000000.0,2387000000.0,2482400000.0,0.00041999160016799666,0.020357825968791505,13.0,41,3275804878.0487804
IOWA,Milk,1970,1971,4577000000.0,4670000000.0,4885000000.0,5097000000.0,5399000000.0,4884000000.0,5142000000.0,-0.044012282497441144,0.03991227845266848,6.0,41,6111975609.756098
KANSAS,Milk,1970,1971,1688000000.0,1740000000.0,1687000000.0,1717000000.0,1724000000.0,1714666666.6666667,1721200000.0,0.03141671606401897,0.014870955997353996,18.0,41,2507439024.390244
KENTUCKY,Milk,1970,1971,2480000000.0,2471000000.0,2447000000.0,2485000000.0,2550000000.0,2467666666.6666665,2500600000.0,0.009807928075194115,0.021118466821529725,12.0,41,2271975609.756098
LOUISIANA,Milk,1970,1971,1129000000.0,1089000000.0,1078000000.0,1030000000.0,1032000000.0,1065666666.6666666,1048000000.0,0.01020408163265306,0.009307167287999138,27.0,41,766560975.6097561
MAINE,Milk,1970,1971,629000000.0,619000000.0,618000000.0,599000000.0,607000000.0,612000000.0,616200000.0,0.0016181229773462784,0.005290299863426507,38.0,41,648195121.9512196
MARYLAND,Milk,1970,1971,1564000000.0,1560000000.0,1563000000.0,1530000000.0,1516000000.0,1551000000.0,1540800000.0,-0.0019193857965451055,0.01333258123900703,22.0,41,1211243902.4390244
MASSACHUSETTS,Milk,1970,1971,658000000.0,658000000.0,681000000.0,700000000.0,737000000.0,679666666.6666666,707200000.0,-0.033773861967694566,0.005623614394401683,37.0,41,774536585.3658537
MICHIGAN,Milk,1970,1971,4796000000.0,4602000000.0,4592000000.0,4594000000.0,4706000000.0,4596000000.0,4711000000.0,0.0021777003484320556,0.03933111465507074,7.0,41,5026365853.658537
MINNESOTA,Milk,1970,1971,9618000000.0,9636000000.0,9727000000.0,10221000000.0,10240000000.0,9861333333.333334,9984600000.0,-0.009355402487920222,0.08235432873017419,3.0,41,8921804878.04878
MISSISSIPPI,Milk,1970,1971,1011000000.0,1049000000.0,1061000000.0,1072000000.0,1114000000.0,1060666666.6666666,1083200000.0,-0.011310084825636193,0.008965306230588702,29.0,41,1299512195.121951
MISSOURI,Milk,1970,1971,2999000000.0,3012000000.0,3077000000.0,3059000000.0,3148000000.0,3049333333.3333335,3093000000.0,-0.021124471888202795,0.02574213762300588,10.0,41,3622902439.02439
MONTANA,Milk,1970,1971,334000000.0,326000000.0,336000000.0,358000000.0,370000000.0,340000000.0,353200000.0,-0.02976190476190476,0.002786167617895059,43.0,41,568121951.2195122
NEBRASKA,Milk,1970,1971,1569000000.0,1566000000.0,1612000000.0,1704000000.0,1707000000.0,1627333333.3333333,1660400000.0,-0.028535980148883373,0.013383860397618595,21.0,41,2322658536.585366
NEVADA,Milk,1970,1971,141000000.0,142000000.0,139000000.0,137000000.0,134000000.0,139333333.33333334,137200000.0,0.02158273381294964,0.0012136067538070503,45.0,41,107853658.53658536
NEW HAMPSHIRE,Milk,1970,1971,359000000.0,356000000.0,359000000.0,360000000.0,368000000.0,358333333.3333333,365000000.0,-0.008356545961002786,0.0030425634109528866,42.0,41,368731707.31707317
NEW JERSEY,Milk,1970,1971,684000000.0,730000000.0,782000000.0,810000000.0,877000000.0,774000000.0,829200000.0,-0.06649616368286446,0.006238964297740469,34.0,41,1000560975.6097561
NEW MEXICO,Milk,1970,1971,312000000.0,304000000.0,308000000.0,315000000.0,307000000.0,309000000.0,305600000.0,-0.012987012987012988,0.002598144036319319,44.0,41,252634146.34146342
NEW YORK,Milk,1970,1971,10431000000.0,10341000000.0,10351000000.0,10240000000.0,10460000000.0,10310666666.666666,10398600000.0,-0.0009660902328277461,0.08837962986703314,2.0,41,8843780487.804878
NORTH CAROLINA,Milk,1970,1971,1500000000.0,1485000000.0,1485000000.0,1475000000.0,1488000000.0,1481666666.6666667,1481600000.0,0.0,0.01269159175636246,24.0,41,1455292682.9268293
NORTH DAKOTA,Milk,1970,1971,1023000000.0,1065000000.0,1103000000.0,1194000000.0,1237000000.0,1120666666.6666667,1186800000.0,-0.03445149592021759,0.009102050653552877,28.0,41,1799951219.512195
OHIO,Milk,1970,1971,4488000000.0,4420000000.0,4463000000.0,4489000000.0,4702000000.0,4457333333.333333,4602200000.0,-0.009634774815146763,0.037775646843853254,8.0,41,4949146341.463414
OKLAHOMA,Milk,1970,1971,1260000000.0,1250000000.0,1257000000.0,1283000000.0,1315000000.0,1263333333.3333333,1281000000.0,-0.005568814638027049,0.010683158044076145,25.0,41,1939390243.902439
OREGON,Milk,1970,1971,1008000000.0,970000000.0,937000000.0,965000000.0,935000000.0,957333333.3333334,957000000.0,0.035218783351120594,0.008290130642203089,30.0,41,1210975609.7560976
PENNSYLVANIA,Milk,1970,1971,7155000000.0,7124000000.0,6998000000.0,6870000000.0,7111000000.0,6997333333.333333,7038000000.0,0.018005144326950558,0.06088545432479877,5.0,41,5730585365.853659
RHODE ISLAND,Milk,1970,1971,70000000.0,75000000.0,80000000.0,80000000.0,87000000.0,78333333.33333333,83400000.0,-0.0625,0.0006409894826445687,49.0,41,123878048.7804878
SOUTH CAROLINA,Milk,1970,1971,516000000.0,512000000.0,506000000.0,505000000.0,521000000.0,507666666.6666667,511400000.0,0.011857707509881422,0.00437582153485359,40.0,41,553146341.4634147
SOUTH DAKOTA,Milk,1970,1971,1572000000.0,1578000000.0,1567000000.0,1660000000.0,1600000000.0,1601666666.6666667,1600600000.0,0.007019783024888321,0.013486418714841727,20.0,41,1600609756.097561
TENNESSEE,Milk,1970,1971,2122000000.0,2123000000.0,2104000000.0,2115000000.0,2144000000.0,2114000000.0,2121600000.0,0.00903041825095057,0.018144275622058927,14.0,41,2098365853.6585367
TEXAS,Milk,1970,1971,3239000000.0,3065000000.0,2987000000.0,2982000000.0,3030000000.0,3011333333.3333335,3002200000.0,0.026113157013726147,0.02619510352407471,9.0,41,3485853658.5365853
UTAH,Milk,1970,1971,840000000.0,819000000.0,783000000.0,759000000.0,745000000.0,787000000.0,768400000.0,0.04597701149425287,0.006999605150478691,32.0,41,662829268.2926829
VERMONT,Milk,1970,1971,2025000000.0,1970000000.0,1920000000.0,1869000000.0,1830000000.0,1919666666.6666667,1897600000.0,0.026041666666666668,0.016836657077464005,16.0,41,1617878048.7804878
VIRGINIA,Milk,1970,1971,1751000000.0,1749000000.0,1775000000.0,1796000000.0,1780000000.0,1773333333.3333333,1779000000.0,-0.014647887323943662,0.014947874735271344,17.0,41,1722073170.7317073
WASHINGTON,Milk,1970,1971,2230000000.0,2091000000.0,1982000000.0,1953000000.0,1958000000.0,2008666666.6666667,1988000000.0,0.0549949545913219,0.017870786776130576,15.0,41,1867756097.5609756
WEST VIRGINIA,Milk,1970,1971,363000000.0,374000000.0,391000000.0,415000000.0,439000000.0,393333333.3333333,417000000.0,-0.043478260869565216,0.003196400886787583,41.0,41,719292682.9268292
WISCONSIN,Milk,1970,1971,18848000000.0,18435000000.0,18051000000.0,18210000000.0,18219000000.0,18232000000.0,18193400000.0,0.021273059664284527,0.157555214834035,1.0,41,15165365853.658537
WYOMING,Milk,1970,1971,135000000.0,140000000.0,146000000.0,155000000.0,157000000.0,147000000.0,152200000.0,-0.0410958904109589,0.0011965137009365284,46.0,41,234000000.0
ALABAMA,Cheese,1971,1972,3802000.0,3177000.0,4019000.0,,,3598000.0,3598000.0,-0.2095048519532222,0.0013555749459711434,29.0,2,3598000.0
ARKANSAS,Cheese,1971,1972,15013000.0,14902000.0,14777000.0,,,14839500.0,14839500.0,0.008459091831900927,0.0063584443956128354,22.0,2,14839500.0
CALIFORNIA,Cheese,1971,1972,26604000.0,21788000.0,17460000.0,,,19624000.0,19624000.0,0.24788087056128294,0.009296590155120955,20.0,2,19624000.0
CONNECTICUT,Cheese,1971,1972,3674000.0,2287000.0,2036000.0,,,2161500.0,2161500.0,0.12328094302554027,0.0009758262201561236,30.0,2,2161500.0
IDAHO,Cheese,1971,1972,67230000.0,59792000.0,58141000.0,,,58966500.0,58966500.0,0.028396484408592902,0.025512287431383885,8.0,2,58966500.0
ILLINOIS,Cheese,1971,1972,92448000.0,92597000.0,86186000.0,,,89391500.0,89391500.0,0.07438563107697306,0.03950965479134087,6.0,2,89391500.0
INDIANA,Cheese,1971,1972,25372000.0,24237000.0,23326000.0,,,23781500.0,23781500.0,0.039055131612792594,0.010341539177054644,19.0,2,23781500.0
IOWA,Cheese,1971,1972,147321000.0,118205000.0,103516000.0,,,110860500.0,110860500.0,0.14190076896325204,0.05043617767973529,4.0,2,110860500.0
KANSAS,Cheese,1971,1972,39883000.0,30628000.0,27856000.0,,,29242000.0,29242000.0,0.0995117748420448,0.013068476375575757,16.0,2,29242000.0
KENTUCKY,Cheese,1971,1972,60883000.0,63375000.0,64963000.0,,,64169000.0,64169000.0,-0.024444683896987517,0.027041096065760533,7.0,2,64169000.0
LOUISIANA,Cheese,1971,1972,7893000.0,3594000.0,4381000.0,,,3987500.0,3987500.0,-0.17963935174617668,0.0015335021579541358,28.0,2,3987500.0
MASSACHUSETTS,Cheese,1971,1972,6416000.0,7268000.0,6430000.0,,,6849000.0,6849000.0,0.13032659409020217,0.003101139032835464,26.0,2,6849000.0
MICHIGAN,Cheese,1971,1972,31846000.0,30476000.0,28818000.0,,,29647000.0,29647000.0,0.05753348601568464,0.01300362041341409,17.0,2,29647000.0
